	Job Title	Company Name	Rating	Experience	Location	Minimum Requirements	Tech Stack
1723	Artificial Intelligence and Machine Learning Specialist	Aboveo Services	3.7	1-3 Yrs	Vijayawada, Andhra Pradesh	AI and ML Expertise: - Develop, implement, and optimize AI and ML algorithms for video ...	or related field. - Proven experience in developing AI and ML models for video data analysis. - Proficiency in programming languages commonly used in AI/ML,implement,such as Python,TensorFlow,Artificial Intelligence,As,Intelligence,Ml
1724	Mlops Engineer	Successcatalyst Techservices	None	4-9 Yrs	Pune	Hi, , We are Hiring MLOPs engineer for one of our MNC Client Location- Remote Exp- 4+ Y...	Machine Learning,Azure Devops,Python,Devops,Microsoft Azure,Machine
1725	AI Engineer	IBM	4.1	1-5 Yrs	Bengaluru	As an AI Engineer within our Client Engineering team, you'll harness your unique skills...	Azure,NLP,AWS,Technical support,AI Engineering,GCP,Python,text analytics  Agile
1726	ML | AI Engineer ( Azure Cognitive Services )	Holding Hands People Management	None	5-8 Yrs	Remote	Bachelors degree in computer science, engineering, or a related field (Masters degree p...	Azure Cognitive Services,Natural Language Processing,Azure Networking,Azure Applied AI,Machine Learning,Azure AI Development,Python,Cognitive Services
1727	Principal Engineer - Genesis (Ammonia Process Lead)	Technip Energies	4.0	9-14 Yrs	Chennai	Minimum 5 years specialized experience in green, blue and grey Ammonia production, engi...	Process design,Procurement,Industrial design,Project management,Production engineering,Consulting,HAZOP,Intellectual property
1728	Data Science Domain Manager	Coursera	3.9	7-11 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	  We are seeking a strategic, data-driven, and entrepreneurial content strategist to en...	Computer science,Content strategy,Data analysis,Usage,data science,Artificial Intelligence,Machine learning,Data analytics
1729	Senior Technical Product Manager - Data Platform	Sophos	3.8	5-10 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	Verify stakeholder outcomes by defining and monitoring value and experience metrics .  ...	Product management,HP data protector,sophos,Diversity and Inclusion,Machine learning,Product design,Forensic,Analytics
1730	GN - Strategy - MC - T&O - NLP Data Science - Analyst	Accenture	4.0	1-4 Yrs	Mumbai, Hyderabad/Secunderabad, Pune, Gurugram, Chennai, Bengaluru	REQUIRED EXPERIENCE/ SKILLSA global network where only state-of-the-art tools and techn...	Data Science,data analytics,SAS,Data mining,Python,R,NLP,Machine learning
1731	Staff Deep Learning NLP Engineer	H1	3.7	5-8 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	 - Supporting Machine Learning platform team with technical directions, while providing...	Health insurance,NoSQL,Linux,Database design,Machine learning,Data quality,Life sciences,Natural language processing
1732	Senior Deep Learning NLP Engineer	H1	3.7	5-6 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	REQUIREMENTS . - 5+ years of experience with most of the following skill sets and techn...	Health insurance,NoSQL,Linux,Database design,Machine learning,Data quality,Life sciences,Natural language processing
1733	Sales Ex - COE - Client Success Data Science Associate Manager	Accenture	4.0	2-6 Yrs	Bengaluru	The team will be aligned to the Client Success, which is a new function to support Acce...	Data Science,sales intelligence,analytics,deep learning,nlp,marketing communication,business insights,machine learning
1734	Data Science Document processing /NLP	Wipro	3.8	4-9 Yrs	Hybrid - Pune, Maharashtra, Chennai, Tamil Nadu, Bengaluru, Karnataka	Good experience in NLP with understanding of Entity Recognition, custom embeddings Requ...	Data Science,NLP,Python,DOCUMENT PROCESSING,Deep Learning,Documents,Data,Processing
1735	Senior Application Engineer (Electric Machines and Power Electronics)	Ansys	3.5	1-5 Yrs	Noida, Uttar Pradesh, Pune, Maharashtra, Bengaluru, Karnataka	 When visionary companies need to know how their world-changing ideas will perform, the...	Electric Machines,Ansys Maxwell,Power Electronics,Ansys,Machine,Application,Electronics,Electrical machines
1736	Data Science Document processing - NLP	Wipro	3.8	5-10 Yrs	Kolkata, West Bengal, Pune, Maharashtra, Bengaluru, Karnataka	Shift  Good experience in NLP with understanding of Entity Recognition, custom embeddin...	NLP,Deep Learning,Python,Data Science,Documents,Data,Processing,Natural language processing
1737	Senior Manager - Data Science	AMERICAN EXPRESS	4.3	4-8 Yrs	Gurugram	. Stay abreast of the latest advancements and trends in data science, machine learning,...	Text mining,Career development,data science,Finance,Machine learning,Data mining,Stakeholder management,SQL
1738	Deep Learning AI Engineer	Habilite Clinics	None	2-5 Yrs	Bengaluru	. B Tech / B E degree in Computer Science with 2+ years of AI / Machine Learning Experi...	deep learning,Machine learning,Deployment,artificial intelligence,machine
1739	Data Science - Regression/Classification	Tiger Analytics	3.5	2-7 Yrs	Hyderabad/Secunderabad, Chennai, Bengaluru	Role & responsibilities  2+ years of relevant Data Science experience.A passion for wri...	Data Science,Classification,Regression,Model Building,Optimization,Logistic Regression,Linear Regression,Time Series
1740	Senior Infrastructure and Data Architect	Baker Hughes	4.1	8-10 Yrs	Mumbai, Bengaluru	Required Qualifications . Be a Graduate in Computer Science or STEM Majors (Science, Te...	Data management,Data modeling,Access management,data security,Disaster recovery,Data quality,Apache,Virtualization
1741	Tax Data Analyst	Realpage	3.8	3-5 Yrs	Ghaziabad, Hyderabad/Secunderabad	Masters degree or higher in Computer Science, Computer Engineering, Operations Research...	Automation,MS SQL,NoSQL,Data management,MySQL,Machine learning,Python,Auditing
1742	Data Analyst	Ixie Gaming	4.2	2-4 Yrs	Hyderabad/Secunderabad	. Bachelors degree in Computer Science, Information Technology, or a related field. .	Data analysis,GCP,SOC,Machine learning,Monitoring,SQL,Python,CRM
1743	Research Scientist	Siemens	4.2	2-5 Yrs	Bengaluru	. Strong background in Deep Learning, with proficiency in sequential and heterogenous d...	Computer science,C++,Prototype,Coding,Data modeling,Artificial Intelligence,Machine learning,Signal processing
1744	Advisory Data Science Manager	KPMG Global Services Private Limited	3.8	3-6 Yrs	Bengaluru	Bachelors or Masters in any of the following: Engineering, Statistics, Mathematics, Eco...	Data analysis,GIT,Coding,Machine learning,Predictive modeling,data visualization,Analytics,Monitoring
1745	Decision Scientist - Self-Service Experience	Salesforce	4.2	4-10 Yrs	Hyderabad/Secunderabad	in data analytics or data science or a . master s degree . in data science, statistics,...	Automation,data science,Analytical,Machine learning,Quality Review,Forecasting,Analytics,Salesforce
1746	Data Analyst Trainee  - DA-Trainee	Zcts	3.8	0-1 Yrs	Coimbatore	Proven experience as a Data Scientist or Data AnalystExperience in data miningUnderstan...	R,SQL,Python,Java,C++,Scala,Data Scientist,data mining
1747	AVP_Data Scientist	Citicorp Finance	3.8	7-12 Yrs	Hybrid - Bengaluru	Masters with 6+ years of professional experience in fields that include but not exhaust...	Data Science,Python,Machine Learning,Modeling,Data,Machine,Science
1748	Data Analyst Trainee  - DA-Trainee	Zcts	3.8	0-1 Yrs	Coimbatore	Proven experience as a Data Scientist or Data AnalystExperience in data miningUnderstan...	C++,Data Analysis,Java,R,operations research,data mining,Scala,Python
1749	Imm Hiring- Data science + Splunk Admin 7+ years @ HCL CHN & BLR	HCLTech	3.7	7-12 Yrs	Chennai, Tamil Nadu, Bengaluru, Karnataka	Greetings from HCL Technologies !!!HCL Engineering and R&D Services division, ERS. We a...	Data Science,Splunk Admin,data analytics,splunk administration,Aiml,linux,Splunk Development,Data
1750	Data Governance Specialist	Deutsche Bank	4.1	3-6 Yrs	Bengaluru	Data Governance experience - working with data policies, procedures and controls, setti...	remediation,Data management,VLOOKUP,Machine learning,Data quality,Gap analysis,Document management,Stakeholder management
1751	Data Analyst	Siemens	4.2	1-4 Yrs	Bengaluru	Experience on collecting business requirementsand traduce it into solution designs . ex...	Business services,Operations research,SAP,Version control,GIT,data science,Analytical,Business process management
1752	Advisory Data Science Assistant Manager	KPMG Global Services Private Limited	3.8	2-5 Yrs	Bengaluru	Experience is solving business problems using statistics and ML - EDA, Predictive Model...	Data analysis,GIT,Coding,Machine learning,Predictive modeling,data visualization,Analytics,Monitoring
1753	Data Science (Generative AI) - Senior Manager - ANI	PwC	3.6	12-20 Yrs	Hyderabad/Secunderabad, Bengaluru	  A career in our Advisory Acceleration Centre is the natural extension of PwC s leadin...	Cluster analysis,deep learning,orchestration,GCP,Machine learning,Process quality,Data analytics,AWS
1754	SENIOR DATA ANALYST	Walmart	4.0	2-10 Yrs	Bengaluru	Experience in operating from a cloud environment such as Google Could Platform or Micro...	Data analysis,Networking,Lead Associate,Analytical,Consulting,Data mining,Business intelligence,Analytics
1755	Analyst, Data Analytics	Kennametal	3.7	3-5 Yrs	Bengaluru	Participate with business users for requirement gathering and convert that into a techn...	Change management,ERP,SAP,Senior Analyst,Project management,microsoft,Data mining,Data warehousing
1756	Text Mining/NLP - Data Science and Insights.	Genpact	3.9	8-12 Yrs	Bengaluru	The right candidate should have prior experience in developing text mining and NLP solu...	Natural Language Processing,Text Mining,Machine Learning,NLU,Data,Languages,Data Science,Science
1757	Research Scientist NLP	Siemens	4.2	2-6 Yrs	Bengaluru	Required skills to have for the success of this role	Version control,Intern,Machine learning,Healthcare,Research,Customer service,Individual Contributor,Python
1758	Advisory Data Science Senior	KPMG Global Services Private Limited	3.8	4-5 Yrs	Bengaluru	. Bachelors or Masters in any of the following: Engineering, Statistics, Mathematics, E...	Data analysis,GIT,Coding,Machine learning,Predictive modeling,Natural language processing,Analytics,Monitoring
1759	Assistant Manager - Data Visualization	ITC	3.9	6-8 Yrs	Bengaluru	. Good analytical thinking skills . F)	IT services,SAS,Data management,Analytical,Data collection,Data processing,Operations,Analytics
1760	Data Analyst	Proclink	4.5	4-8 Yrs	Hyderabad/Secunderabad, Ahmedabad	Experience of working with clients in financial services vertical is preferable. Experi...	Solution architecture,SAS,Analytical,Machine learning,Programming,Predictive modeling,Analytics,Financial services
1761	SAP Master Data Governance MDG Tool Application Developer	Accenture	4.0	4-6 Yrs	Pune	Educational Qualification : Should have at least bachelors degree postgraduation desira...	SAP,Machine learning,Data structures,Agile methodology,Python,deep learning,data governance,SAP Master Data Governance
1762	Microsoft Azure Data Services Application Developer	Accenture	4.0	8-10 Yrs	Gurugram	Professional Attributes : 1 Should be able to drive the technology design meetings, pro...	SCALA,Data processing,data integrity,SQL,data services,ADF,Power BI,PySpark
1763	Senior Product Manager (Data Analytics)	Innovaccer	3.2	3-7 Yrs	Noida	To succeed in this role, you ll need to have structured problem solving skills, strong ...	Product management,Health insurance,RDBMS,GCP,Analytical,Product planning,Healthcare,Data analytics
1764	Head  Data, Reporting and Analytics	Zydus Lifesciences	4.1	12-18 Yrs	Ahmedabad	Reporting to Chief Digital officer. Saturday working - 1st & 3rd Saturday off. Work fro...	Data Science,Data Management and Architecture,Reporting and Business Intelligence,Data Management And Analysis,Data Strategy and Governance,Data,Analytics,Management
1765	Associate-Data Analytics	Deutsche Bank	4.1	7-9 Yrs	Jaipur	Role DescriptionYou will be joining KYC (Know Your Client) Operations, supporting the C...	Data Analytics,Data Engineering,Scala,Hadoop,OLAP,SQL server,SQL,PL/SQL
1766	Associate- Data Analytics	Deutsche Bank	4.1	7-9 Yrs	Jaipur	Role DescriptionYou will be joining KYC (Know Your Client) Operations, supporting the C...	Data Analytics,Data Modelling,Data Engineering,Schema,Agile,PLSQL,OLAP,Oracle
1767	Assistant Manager :: Data Analyst	Scaler Academy	4.0	3-8 Yrs	Bengaluru	Required Skills and Qualifications: . Bachelors degree in a relevant field such as Data...	Data analysis,Manager Quality Assurance,Process improvement,Analytical,Data collection,Strategic planning,Data Analyst,Business intelligence
1768	Data Steward	Bayer	4.3	1-4 Yrs	Bengaluru	. WHO YOU ARE: . Master s Bachelors Degree in Computer Science, Engineering, Crop Scien...	Computer science,Cloud computing,Data analysis,Data collection,CMMI,Data processing,Data quality,Monitoring
1769	Data & Analytics Specialist (Front End)	Hoffmann-La Roche	None	2-5 Yrs	Hyderabad/Secunderabad	. As a Data Analytics Specialist you will be responsible for the stakeholder management...	Supply chain,Procurement,Automation,SAP,Networking,Analytical,Healthcare,Business solutions
1770	Data Analyst	Fabzen Technologies	4.5	3-8 Yrs	Pune	Requirements: . 3+ years of industry experience working with and analyzing marketing da...	Analytical skills,tableau,Machine learning,Data Analyst,QlikView,Digital marketing,Continuous improvement,Analytics
1771	Data Associate	Good Business Lab	4.0	0-2 Yrs	Bengaluru	Bachelor s or Master s degree in economics, engineering, mathematics, physics, statisti...	Training And Development,Data Analysis,Machine Learning,Physics,Analysis,Data,Machine,Development
1772	Data Analyst	Zignaai	4.7	1-6 Yrs	Hyderabad/Secunderabad	Preferred: . . Any GraduateWe are a startup and expect each team member to wear multipl...	Team management,data science,Billing,Machine learning,healthcare analytics,Data Analyst,Management,Operations
1773	Data Architect - Data Vault Specialist	Siemens	4.2	4-9 Yrs	Bengaluru	Requirements: . Bachelors or Masters degree in Computer Science, Information Systems, o...	Automation,Supply chain management,SAP,Application development,Scrum,Data quality,SCM,Analytics
